id,name,entity_type,summary,aliases,operator,base_geography_kind,base_geography_code,countries_covered,stages,focuses,official_website,founder_route,sources,verified_on,source_profile,dataset_version,dataset_date,license
fund:bb-ventures,BB Ventures,fund,"BB Ventures is Banco do Brasil's Brazilian corporate venture capital fund, managed by MSW Capital and investing directly in startups.",[],MSW Capital,country,BR,"[""BR""]","[""not_disclosed""]","[""not_disclosed""]",https://www.bb.com.br/site/startups/,https://www.bb.com.br/site/startups/,"[{""kind"":""official_application"",""title"":""Investimentos em Startups"",""url"":""https://www.bb.com.br/site/startups/""},{""kind"":""official_activity"",""title"":""BB Expenses"",""url"":""https://blog.bb.com.br/bb-expenses/""}]",2026-07-30,funds/brazil/bb-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:bice-ventures,BICE Ventures,fund,BICE Ventures is Grupo BICE's Chile-based corporate venture capital and company-building unit.,[],Grupo BICE,country,CL,"[""CL"",""LATAM""]","[""pre_seed"",""seed"",""series_a""]","[""fintech"",""insurtech"",""data"",""artificial_intelligence"",""wellness""]",https://www.biceventures.com/,https://www.biceventures.com/en/pitch-your-startup,"[{""kind"":""official_portfolio"",""title"":""BICE Ventures official site and active portfolio"",""url"":""https://www.biceventures.com/""},{""kind"":""official_application"",""title"":""BICE Ventures founder application"",""url"":""https://www.biceventures.com/en/pitch-your-startup""},{""kind"":""official_activity"",""title"":""BICE Ventures activity in 2026"",""url"":""https://www.bicecorp.com/noticias/bice-innova-reads-que-es-el-corporate-venture-capital-cvc""}]",2026-07-30,funds/chile/bice-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:blustone-capital,BluStone Capital,fund,BluStone Capital is a São Paulo-based early-stage venture capital firm with two funds and a recurring direct startup portfolio.,[],,country,BR,"[""BR""]","[""not_disclosed""]","[""not_disclosed""]",https://blustone.capital/,,"[{""kind"":""official_portfolio"",""title"":""BluStone Capital"",""url"":""https://blustone.capital/""},{""kind"":""official_activity"",""title"":""Canary anuncia rodada da Wehandle"",""url"":""https://www.linkedin.com/posts/canary-venture-capital_we-are-very-excited-to-partner-with-rodrigo-activity-7371543021445742592-Uhea""}]",2026-07-30,funds/brazil/blustone-capital.md,2026-07-27,2026-07-27,CC0-1.0
fund:bossa-invest-bossanova,Bossa Invest (Bossanova),fund,Bossa Invest (Bossanova) is an investment organization focused on B2B and B2B2C technology in Brazil.,"[""Bossanova""]",,country,BR,"[""BR""]","[""pre_seed"",""seed""]","[""b2b"",""b2b2c_technology""]",https://bossainvest.com/,,"[{""kind"":""official_website"",""title"":""Fund website"",""url"":""https://bossainvest.com/quem-somos""},{""kind"":""official_website"",""title"":""Fund website"",""url"":""https://bossainvest.com/quem-somos/""},{""kind"":""official_website"",""title"":""Fund website"",""url"":""https://bossainvest.com/investir-agora/""},{""kind"":""official_website"",""title"":""Fund website"",""url"":""https://bossainvest.com/receber-investimento/""}]",2026-07-26,funds/brazil/bossa-invest-bossanova.md,2026-07-27,2026-07-27,CC0-1.0
fund:bs2-ventures,BS2 Ventures,fund,BS2 Ventures is Banco BS2's Brazil-based corporate venture capital fund for companies building solutions for small and medium-sized businesses.,"[""Fundo de CVC do BS2""]",,country,BR,"[""BR""]","[""not_disclosed""]","[""small_and_medium_businesses""]",https://blog.bancobs2.com.br/banco-bs2-fundo-de-cvc-solucoes-pmes/,,"[{""kind"":""official_activity"",""title"":""Banco BS2 launches its corporate venture capital fund"",""url"":""https://blog.bancobs2.com.br/banco-bs2-fundo-de-cvc-solucoes-pmes/""}]",2026-07-30,funds/brazil/bs2-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:buentrip-ventures,BuenTrip Ventures,fund,BuenTrip Ventures invests in software founders transforming Latin America.,[],,region,LATAM,"[""LATAM""]","[""not_disclosed""]","[""b2b_software"",""digital_transformation""]",https://www.buentrip.vc/,https://www.buentrip.vc/,"[{""kind"":""official_application"",""title"":""BuenTrip Ventures"",""url"":""https://www.buentrip.vc/""}]",2026-07-27,funds/regional/buentrip-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:byma-ventures,BYMA Ventures,fund,BYMA Ventures is the Argentine exchange group's corporate venture capital fund for early-stage Latin American startups.,[],,country,AR,"[""AR"",""LATAM""]","[""not_disclosed""]","[""fintech"",""market_infrastructure"",""cybersecurity""]",https://www.byma.com.ar/,https://www.byma.com.ar/,"[{""kind"":""official_activity"",""title"":""BYMA relaunches its CVC fund"",""url"":""https://www.byma.com.ar/newsroom/byma-relanza-su-fondo-de-cvc-bajo-el-nombre-byma-ventures""},{""kind"":""official_activity"",""title"":""BYMA 2024 annual report"",""url"":""https://data-widgets.byma.com.ar/wp-content/uploads/2025/03/MEMORIA-2024-INGLES-EEFF-2_compressed.pdf""}]",2026-07-30,funds/argentina/byma-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:canary,Canary,fund,Canary is an operator-led venture capital firm focused on becoming the first institutional investor in technology companies founded in Latin America.,[],,region,LATAM,"[""LATAM""]","[""pre_seed"",""seed"",""series_a""]","[""sector_agnostic""]",https://www.canary.com.br/,,"[{""kind"":""official_thesis"",""title"":""About Canary"",""url"":""https://www.canary.com.br/about-us/""},{""kind"":""secondary"",""title"":""Canary investment FAQ"",""url"":""https://old.canary.com.br/faq/""},{""kind"":""secondary"",""title"":""Canary manifesto"",""url"":""https://old.canary.com.br/manifest/""},{""kind"":""official_portfolio"",""title"":""Current portfolio page"",""url"":""https://www.canary.com.br/portfolio/""}]",2026-07-25,funds/regional/canary.md,2026-07-27,2026-07-27,CC0-1.0
fund:canastra-ventures,Canastra Ventures,fund,Canastra Ventures is a Brazilian pre-seed venture capital firm investing in AI-first startups that target Brazil and have global ambitions.,[],,country,BR,"[""BR"",""GLOBAL""]","[""pre_seed""]","[""ai_first_startups""]",https://www.canastra.ventures/,https://www.canastra.ventures/pitch-us,"[{""kind"":""official_website"",""title"":""Official website and team"",""url"":""https://www.canastra.ventures/""},{""kind"":""official_application"",""title"":""Investment thesis, criteria, value add, and pitch route"",""url"":""https://www.canastra.ventures/pitch-us""},{""kind"":""official_website"",""title"":""AI Residency"",""url"":""https://www.canastra.ventures/air""}]",2026-07-26,funds/brazil/canastra-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:capital-invent,Capital Invent,fund,"Capital Invent is an investment organization focused on Marketplaces, e-commerce, fintech, mobile, and SaaS in Mexico.",[],,country,MX,"[""MX""]","[""not_disclosed""]","[""marketplaces"",""e_commerce"",""fintech"",""mobile"",""saas""]",,,"[{""kind"":""secondary"",""title"":""Capital Invent — official LinkedIn company page"",""url"":""https://www.linkedin.com/company/capital-invent""}]",2026-07-26,funds/mexico/capital-invent.md,2026-07-27,2026-07-27,CC0-1.0
fund:carao-ventures,Carao Ventures,fund,Carao Ventures is an investment organization focused on Technology in Central America and Latin America.,[],,region,LATAM,"[""LATAM""]","[""not_disclosed""]","[""technology""]",https://www.caraov.com/,https://www.caraov.com/contacto,"[{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://www.caraov.com/portfolio""},{""kind"":""official_application"",""title"":""Contact or application page"",""url"":""https://www.caraov.com/contacto""}]",2026-07-26,funds/regional/carao-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:caravela-capital,Caravela Capital,fund,Caravela Capital is an investment organization focused on Technology in Latin America.,[],,region,LATAM,"[""LATAM""]","[""pre_seed"",""seed""]","[""technology""]",https://caravela.capital/,,"[{""kind"":""official_website"",""title"":""Fund website"",""url"":""https://caravela.capital/""},{""kind"":""official_website"",""title"":""Fund website"",""url"":""https://caravela.capital/wp-content/uploads/5.-Politica-de-Selecao-e-Alocacao-de-Investimento_Caravela-_FMD15.09.202....pdf""}]",2026-07-26,funds/regional/caravela-capital.md,2026-07-27,2026-07-27,CC0-1.0
fund:caricaco-ventures,Caricaco Ventures,fund,Caricaco Ventures invests in software and AI-native startups connected to Central America and the Dominican Republic.,[],,region,LATAM,"[""DO""]","[""not_disclosed""]","[""software"",""artificial_intelligence"",""purpose_driven_technology""]",https://caricaco.vc/,https://caricaco.vc/aplicar/,"[{""kind"":""official_website"",""title"":""CV2 launch and investment criteria"",""url"":""https://caricaco.vc/en/blog/introducing-cv2-the-first-check-for-global-founders-from-central-america-and-the-dominican-republic/""},{""kind"":""official_website"",""title"":""Caricaco Ventures"",""url"":""https://caricaco.vc/""}]",2026-07-27,funds/regional/caricaco-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:carozzi-ventures,Carozzi Ventures,fund,Carozzi Ventures is the Chile-based corporate venture capital unit of food company Empresas Carozzi.,[],Empresas Carozzi,country,CL,"[""CL""]","[""not_disclosed""]","[""agrifood"",""pet_care"",""supply_chain"",""advanced_manufacturing""]",https://www.carozzicorp.com/carozzi-ventures/,https://www.carozzicorp.com/carozzi-ventures/,"[{""kind"":""official_application"",""title"":""Carozzi Ventures thesis and founder contact"",""url"":""https://www.carozzicorp.com/carozzi-ventures/""},{""kind"":""official_activity"",""title"":""Carozzi Ventures first investment"",""url"":""https://www.carozzicorp.com/lanzamiento-sinergia-id/""},{""kind"":""official_activity"",""title"":""Carozzi 2026 interim financial report"",""url"":""https://www.carozzicorp.com/wp-content/uploads/2026/06/EFTrimestrales-31.03.2026-1.pdf""}]",2026-07-30,funds/chile/carozzi-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:chile-ventures,Chile Ventures,fund,Chile Ventures is a Chile-based venture capital firm that invests in recurring-revenue technology startups serving Latin America.,[],,region,LATAM,"[""CL"",""LATAM""]","[""not_disclosed""]","[""technology_startups_with_recurring_revenue_through_saas"",""subscriptions"",""or_licenses""]",https://chileventures.vc/en,https://chileventures.vc/en,"[{""kind"":""official_application"",""title"":""Chile Ventures portfolio, process, and application"",""url"":""https://chileventures.vc/en""}]",2026-07-27,funds/regional/chile-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:cites,CITES,fund,CITES is an Argentina-based deep-tech company builder and investment manager backing science-based ventures from idea through Series A.,[],,region,LATAM,"[""AR"",""LATAM""]","[""pre_seed"",""seed"",""series_a""]","[""science_based_deep_tech""]",https://cites-gss.com/,https://cites-gss.com/,"[{""kind"":""official_application"",""title"":""Investment model and portfolio"",""url"":""https://cites-gss.com/""},{""kind"":""official_portfolio"",""title"":""Official portfolio"",""url"":""https://cites-gss.com/portfolio/""},{""kind"":""official_website"",""title"":""CITES 2024-2025 report"",""url"":""https://cites-gss.com/app/uploads/2026/01/Reporte-ASG-CITES-2024-2025.pdf""}]",2026-07-27,funds/regional/cites.md,2026-07-27,2026-07-27,CC0-1.0
fund:clocktower-technology-ventures,Clocktower Technology Ventures,fund,"Clocktower Technology Ventures is an investment organization focused on Financial technology in Global, including Latin America.",[],,global,GLOBAL,"[""GLOBAL"",""LATAM""]","[""not_disclosed""]","[""financial_technology""]",https://www.clocktowerventures.com/,,"[{""kind"":""secondary"",""title"":""Previously listed source; unavailable during verification"",""url"":""https://www.clocktowerventures.com/list-of-all-companies""}]",2026-07-26,funds/multi-country/clocktower-technology-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:cmpc-ventures,CMPC Ventures,fund,CMPC Ventures is the corporate venture capital program of Chile-based forestry and materials company CMPC.,[],,country,CL,"[""GLOBAL""]","[""not_disclosed""]","[""sustainable_packaging"",""construction"",""wood_applications"",""biomaterials"",""digital_solutions"",""circular_business_models""]",https://www.cmpc.com/innovacion/cmpc-ventures/,,"[{""kind"":""official_portfolio"",""title"":""CMPC Ventures thesis and portfolio"",""url"":""https://www.cmpc.com/innovacion/cmpc-ventures/""},{""kind"":""official_website"",""title"":""CMPC Ventures investment in Rubi"",""url"":""https://www.cmpc.com/cmpc-ventures-invierte-en-revolucionaria-empresa-de-manufactura-sostenible/""}]",2026-07-27,funds/chile/cmpc-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:cometa-variv,Cometa (ex-Variv),fund,Cometa (ex-Variv) is an investment organization focused on Technology in Spanish-speaking Latin America.,"[""Variv""]",,region,LATAM,"[""LATAM""]","[""pre_seed"",""seed"",""series_a""]","[""technology""]",https://www.cometa.vc/,https://www.cometa.vc/contact,"[{""kind"":""official_website"",""title"":""Fund website"",""url"":""https://www.cometa.vc/partners/atani""},{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://www.cometa.vc/portfolio""},{""kind"":""official_thesis"",""title"":""About or investment thesis"",""url"":""https://www.cometa.vc/about""},{""kind"":""official_application"",""title"":""Contact or application page"",""url"":""https://www.cometa.vc/contact""}]",2026-07-26,funds/regional/cometa-variv.md,2026-07-27,2026-07-27,CC0-1.0
fund:copec-wind-ventures,Copec Wind Ventures,fund,Copec Wind Ventures is Copec's corporate venture capital unit investing globally in energy and mobility startups.,"[""Wind Ventures""]",Copec,country,CL,"[""GLOBAL""]","[""not_disclosed""]","[""energy"",""mobility"",""sustainability""]",https://ww2.copec.cl/personas/informacion-oficial-de-copec,,"[{""kind"":""official_thesis"",""title"":""Copec official corporate venture description"",""url"":""https://ww2.copec.cl/personas/informacion-oficial-de-copec""},{""kind"":""official_portfolio"",""title"":""Copec Wind Ventures portfolio metrics"",""url"":""https://ww2.copec.cl/personas/noticias/sostenibilidad/copec-wind-ventures-lidera-ranking-de-cvcs-en-chile""},{""kind"":""official_activity"",""title"":""Copec Wind Ventures investment in Optibus"",""url"":""https://ww2.copec.cl/personas/noticias/sostenibilidad/copec-refuerza-su-compromiso-con-la-electromovilidad-e-invierte-en-optibus-startup-que-implementa-ia-para-el-desarrollo-de-transporte-sostenible""}]",2026-07-30,funds/chile/copec-wind-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:copel-ventures-i,Copel Ventures I,fund,Copel Ventures I is a Brazilian corporate venture capital vehicle that makes direct startup investments in partnership with Vox Capital.,[],Vox Capital,country,BR,"[""BR""]","[""not_disclosed""]","[""not_disclosed""]",https://www.copel.com/,,"[{""kind"":""official_activity"",""title"":""Copel invests in artificial intelligence startup for asset management"",""url"":""https://www.copel.com/site/noticias/copel-investe-em-startup-de-inteligencia-artificial-para-a-gestao-de-ativos/""}]",2026-07-30,funds/brazil/copel-ventures-i.md,2026-07-27,2026-07-27,CC0-1.0
fund:crescera-capital-bozano,Crescera Capital (ex-Bozano),fund,Crescera Capital (ex-Bozano) is an investment organization focused on Technology and high-growth companies in Brazil.,"[""Bozano""]",,country,BR,"[""BR""]","[""growth""]","[""technology"",""high_growth_companies""]",https://crescera.com/,https://crescera.com/en/contact/,"[{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://crescera.com/en/portfolio-2/""},{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://crescera.com/portfolio/""},{""kind"":""official_application"",""title"":""Contact or application page"",""url"":""https://crescera.com/en/contact/""}]",2026-07-26,funds/brazil/crescera-capital-bozano.md,2026-07-27,2026-07-27,CC0-1.0
fund:csn-inova-ventures,CSN Inova Ventures,fund,CSN Inova Ventures is a Brazilian corporate venture initiative that makes direct and recurring startup investments.,[],,country,BR,"[""BR""]","[""not_disclosed""]","[""not_disclosed""]",https://esg.csn.com.br/inovacao/,,"[{""kind"":""official_activity"",""title"":""CSN Inova and SOSA form a partnership to advance innovation in Brazil"",""url"":""https://esg.csn.com.br/news/csn-inova-e-sosa-firmam-parceria-para-impulsionar-inovacao-no-brasil/""}]",2026-07-30,funds/brazil/csn-inova-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:cv-idexo,CV iDEXO,fund,CV iDEXO is a Brazilian corporate venture capital vehicle with a direct investment portfolio.,[],,country,BR,"[""BR""]","[""not_disclosed""]","[""not_disclosed""]",https://api.mziq.com/mzfilemanager/v2/d/d3be5d49-62e7-4def-a3e1-ab25ff09f153/6f68bd5d-b48f-f806-7e1d-8261e809845b?origin=2,,"[{""kind"":""official_website"",""title"":""TOTVS institutional document — CV iDEXO"",""url"":""https://api.mziq.com/mzfilemanager/v2/d/d3be5d49-62e7-4def-a3e1-ab25ff09f153/6f68bd5d-b48f-f806-7e1d-8261e809845b?origin=2""},{""kind"":""official_activity"",""title"":""Malga funding round"",""url"":""https://pt.linkedin.com/posts/felipefornaziere_malga-marketplace-de-pagamentos-do-ecommerce-activity-7300210272747634688-Ov8O""}]",2026-07-30,funds/brazil/cv-idexo.md,2026-07-27,2026-07-27,CC0-1.0
fund:dalus-capital,Dalus Capital,fund,Dalus Capital is an investment organization focused on Technology in Latin America.,[],,region,LATAM,"[""LATAM""]","[""not_disclosed""]","[""technology""]",https://www.daluscapital.com/,,"[{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://www.daluscapital.com/portfolio""},{""kind"":""official_thesis"",""title"":""About or investment thesis"",""url"":""https://www.daluscapital.com/about""}]",2026-07-26,funds/regional/dalus-capital.md,2026-07-27,2026-07-27,CC0-1.0
fund:darwin-startups,Darwin Startups,fund,Darwin Startups is an investment organization focused on Technology startups in Brazil.,[],,country,BR,"[""BR""]","[""pre_seed"",""seed""]","[""technology_startups""]",https://www.darwinstartups.com/,https://www.darwinstartups.com/startups,"[{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://www.darwinstartups.com/portfolio""},{""kind"":""official_application"",""title"":""Programs for startups and official investment count"",""url"":""https://www.darwinstartups.com/startups""},{""kind"":""official_application"",""title"":""Program and application terms"",""url"":""https://www.darwinstartups.com/ds-termos-de-uso""},{""kind"":""official_application"",""title"":""Contact or application page"",""url"":""https://www.darwinstartups.com/contato""}]",2026-07-26,funds/brazil/darwin-startups.md,2026-07-27,2026-07-27,CC0-1.0
fund:devlabs,devlabs,fund,devlabs is an investment organization focused on Globally scalable software in Latin America and the United States.,[],,global,GLOBAL,"[""LATAM"",""US""]","[""pre_seed"",""seed""]","[""globally_scalable_software""]",https://devlabs.vc/,,"[{""kind"":""official_website"",""title"":""Fund website"",""url"":""https://devlabs.vc/""}]",2026-07-26,funds/multi-country/devlabs.md,2026-07-27,2026-07-27,CC0-1.0
fund:dgf-investimentos,DGF Investimentos,fund,DGF Investimentos is an investment organization focused on High-growth technology companies in Brazil and Latin America.,[],,region,LATAM,"[""BR"",""LATAM""]","[""multi_stage""]","[""high_growth_technology_companies""]",https://www.dgf.com.br/,,"[{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://www.dgf.com.br/portfolio""},{""kind"":""official_thesis"",""title"":""About or investment thesis"",""url"":""https://www.dgf.com.br/about-us""},{""kind"":""official_website"",""title"":""Fund website"",""url"":""https://www.dgf.com.br/""}]",2026-07-26,funds/regional/dgf-investimentos.md,2026-07-27,2026-07-27,CC0-1.0
fund:dila-capital,DILA Capital,fund,DILA Capital is an investment organization focused on Technology in Spanish-speaking Latin America and the United States.,[],,global,GLOBAL,"[""LATAM"",""US""]","[""seed"",""series_a""]","[""technology""]",https://www.dilacapital.com/,,"[{""kind"":""official_website"",""title"":""Fund website"",""url"":""https://www.dilacapital.com/home""},{""kind"":""official_website"",""title"":""Fund website"",""url"":""https://www.dilacapital.com/""}]",2026-07-26,funds/multi-country/dila-capital.md,2026-07-27,2026-07-27,CC0-1.0
fund:dna-capital,DNA Capital,fund,DNA Capital is a Brazilian investment organization making recurring venture investments in healthcare companies in Brazil and the United States.,[],,country,BR,"[""BR"",""US""]","[""not_disclosed""]","[""healthcare""]",https://dnacapital.com/pt/dna/,,"[{""kind"":""official_website"",""title"":""DNA Capital"",""url"":""https://dnacapital.com/pt/dna/""},{""kind"":""official_activity"",""title"":""DFC Approves 22 Transactions Totaling Nearly $3 Billion in Q1 of FY2025"",""url"":""https://www.dfc.gov/media/press-releases/dfc-approves-22-transactions-totaling-nearly-3-billion-q1-fy2025""}]",2026-07-30,funds/brazil/dna-capital.md,2026-07-27,2026-07-27,CC0-1.0
fund:domo-vc,DOMO.VC,fund,DOMO.VC is an investment organization focused on Technology in Brazil.,[],,country,BR,"[""BR""]","[""pre_seed"",""seed""]","[""technology""]",https://domo.vc/,https://domo.vc/contato-en/,"[{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://domo.vc/portfolio-en/""},{""kind"":""official_application"",""title"":""Contact or application page"",""url"":""https://domo.vc/contato-en/""},{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://domo.vc/portfolio-en/all-en/""},{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://domo.vc/portfolio-en/adtech-en/""}]",2026-07-26,funds/brazil/domo.vc.md,2026-07-27,2026-07-27,CC0-1.0
fund:draper-cygnus,Draper Cygnus,fund,Draper Cygnus is an Argentina-based venture capital firm investing in early-stage deep-tech companies founded by Latin American entrepreneurs.,[],,region,LATAM,"[""GLOBAL"",""LATAM""]","[""seed"",""series_a""]","[""deep_tech""]",https://www.drapercygnus.vc/,https://www.drapercygnus.vc/contact,"[{""kind"":""official_portfolio"",""title"":""Official website and portfolio"",""url"":""https://www.drapercygnus.vc/""},{""kind"":""official_website"",""title"":""Investment manifesto"",""url"":""https://www.drapercygnus.vc/manifesto""},{""kind"":""official_application"",""title"":""Contact and check range"",""url"":""https://www.drapercygnus.vc/contact""},{""kind"":""official_website"",""title"":""Investment team"",""url"":""https://www.drapercygnus.vc/team""}]",2026-07-27,funds/regional/draper-cygnus.md,2026-07-27,2026-07-27,CC0-1.0
fund:dux-capital,Dux Capital,fund,"Dux Capital is a United States-based venture capital firm with offices in Austin and Mexico City, focused on underrepresented and cross-border founders.",[],,global,GLOBAL,"[""US""]","[""pre_seed"",""seed""]","[""technology"",""underrepresented_founders""]",https://duxcapital.vc/,https://duxcapital.vc/contact/,"[{""kind"":""official_thesis"",""title"":""Official thesis, offices, and funds"",""url"":""https://duxcapital.vc/""},{""kind"":""official_application"",""title"":""Official founder contact route"",""url"":""https://duxcapital.vc/contact/""}]",2026-07-27,funds/multi-country/dux-capital.md,2026-07-27,2026-07-27,CC0-1.0
fund:edp-ventures,EDP Ventures,fund,EDP Ventures is EDP's corporate venture capital arm for early-stage technology companies advancing the energy transition.,[],,global,GLOBAL,"[""GLOBAL""]","[""seed"",""series_a"",""series_b""]","[""energy_transition"",""energy_technology""]",https://edp.com/en/innovation/venture-investments,https://edp.com/en/innovation/venture-investments,"[{""kind"":""official_application"",""title"":""EDP venture investments"",""url"":""https://edp.com/en/innovation/venture-investments""},{""kind"":""official_website"",""title"":""EDP commitment to energy-transition startups"",""url"":""https://edp.com/en/media/news/edp-invest-100-million-euros-energy-transition-startups""}]",2026-07-27,funds/multi-country/edp-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:ema-ventures,EMA Ventures,fund,EMA Ventures is an investment organization focused on Technology and women-led companies in Spanish-speaking Latin America.,[],,region,LATAM,"[""LATAM""]","[""pre_seed"",""seed""]","[""technology"",""women_led_companies""]",https://ema.ventures/,https://ema.ventures/get-funded/,"[{""kind"":""official_thesis"",""title"":""Official thesis and team"",""url"":""https://ema.ventures/""},{""kind"":""official_application"",""title"":""Official founder application"",""url"":""https://ema.ventures/get-funded/""}]",2026-07-27,funds/regional/ema-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:embarca-ventures,Embarca Ventures,fund,Embarca Ventures is a Mendoza-based venture capital fund investing in technology startups across Argentina and Latin America.,[],,country,AR,"[""AR"",""LATAM""]","[""not_disclosed""]","[""technology""]",https://www.embarca.tech/inicio/,https://www.embarca.tech/inicio/,"[{""kind"":""official_thesis"",""title"":""Embarca Ventures"",""url"":""https://www.embarca.tech/inicio/""},{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://www.embarca.tech/portfolio/""}]",2026-07-30,funds/argentina/embarca-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:endeavor-catalyst,Endeavor Catalyst,fund,Endeavor Catalyst is an investment organization focused on Endeavor network companies in Global.,[],,global,GLOBAL,"[""GLOBAL""]","[""multi_stage""]","[""endeavor_network_companies""]",https://endeavor.org/catalyst/,https://endeavor.org/entrepreneur-experience/apply/,"[{""kind"":""official_website"",""title"":""Investment model, eligibility, and official investment count"",""url"":""https://endeavor.org/catalyst/""},{""kind"":""official_application"",""title"":""Contact or application page"",""url"":""https://endeavor.org/entrepreneur-experience/apply/""},{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://endeavor.org/entrepreneur-companies/""},{""kind"":""official_thesis"",""title"":""About or investment thesis"",""url"":""https://endeavor.org/about-us/""}]",2026-07-26,funds/multi-country/endeavor-catalyst.md,2026-07-27,2026-07-27,CC0-1.0
fund:entrypoint,Entrypoint,fund,Entrypoint is a Brazilian pre-seed venture capital firm investing in technology startups with a functioning MVP and initial clients or proofs of concept.,[],,country,BR,"[""BR""]","[""pre_seed""]","[""technology_startups""]",https://entrypoint.vc/,https://airtable.com/appD4x694mYx8HTKc/pagi9EoW9lTCFKC7U/form,"[{""kind"":""official_thesis"",""title"":""Investment thesis, criteria, check range, and founder support"",""url"":""https://entrypoint.vc/""},{""kind"":""official_application"",""title"":""Startup application"",""url"":""https://airtable.com/appD4x694mYx8HTKc/pagi9EoW9lTCFKC7U/form""}]",2026-07-30,funds/brazil/entrypoint.md,2026-07-27,2026-07-27,CC0-1.0
fund:escalatec,Escalatec,fund,Escalatec is an early-stage venture capital fund focused on Bolivia.,[],,country,BO,"[""BO""]","[""not_disclosed""]","[""early_stage_technology_startups""]",https://escalatec.vc/,https://escalatec.vc/,"[{""kind"":""official_application"",""title"":""Escalatec"",""url"":""https://escalatec.vc/""}]",2026-07-27,funds/bolivia/escalatec.md,2026-07-27,2026-07-27,CC0-1.0
fund:eurofarma-ventures,Eurofarma Ventures,fund,Eurofarma Ventures is Eurofarma's corporate venture fund for biotechnology and breakthrough drug research and development.,[],,country,BR,"[""GLOBAL""]","[""not_disclosed""]","[""biotechnology"",""drug_discovery"",""advanced_therapies""]",https://eurofarma.com/eurofarma-ventures,https://eurofarma.com/eurofarma-ventures,"[{""kind"":""official_application"",""title"":""Eurofarma Ventures"",""url"":""https://eurofarma.com/eurofarma-ventures""},{""kind"":""official_thesis"",""title"":""Official fund launch and thesis"",""url"":""https://eurofarma.com/press-room/eurofarma-to-invest-up-to-100-million-in-biotechs""},{""kind"":""official_website"",""title"":""Integrated Report 2026, base year 2025"",""url"":""https://eurofarma.com/storage/media/21753/IntegratedReport26baseyear25.pdf""}]",2026-07-27,funds/brazil/eurofarma-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:ewa-capital,EWA Capital,fund,EWA Capital invests in early-stage technology companies with a gender-smart approach.,[],,region,LATAM,"[""LATAM""]","[""seed"",""series_a""]","[""scalable_technology"",""inclusion"",""gender_equity""]",https://ewa.capital/,https://ewa.capital/,"[{""kind"":""official_application"",""title"":""EWA Capital"",""url"":""https://ewa.capital/""}]",2026-07-27,funds/regional/ewa-capital.md,2026-07-27,2026-07-27,CC0-1.0
fund:femsa-ventures,FEMSA Ventures,fund,"FEMSA Ventures is FEMSA's Mexico-based corporate venture capital arm, investing directly in startups that can scale through its Latin American businesses.",[],,country,MX,"[""MX"",""LATAM""]","[""not_disclosed""]","[""retail"",""beverages"",""logistics""]",https://www.femsaventures.com/,https://www.femsaventures.com/startupjourney,"[{""kind"":""official_thesis"",""title"":""FEMSA Ventures"",""url"":""https://www.femsaventures.com/""},{""kind"":""official_activity"",""title"":""Why We Invested: Aloi"",""url"":""https://www.femsaventures.com/blogs/why-we-invested-aloi/914""}]",2026-07-30,funds/mexico/femsa-ventures.md,2026-07-27,2026-07-27,CC0-1.0
